amostra,arquivo,tratamento,area_px,area_cm2,perimetro_px,perimetro_cm,diametro_equiv_cm,circularidade_img,R_mean,R_std,G_mean,G_std,B_mean,B_std,R_ratio,G_ratio,B_ratio,RG_ratio,RG_diff_norm,H_mean,H_std,S_mean,S_std,V_mean,V_std,L_mean,L_std,a_mean,a_std,b_mean,b_std,GLCM_contrast,GLCM_homogeneity,GLCM_energy,GLCM_correlation
47,vermelho_47.png,vermelho,8135.0,33.98664195154672,360.7350617647171,23.31651854839881,6.578232021254976,0.7855805272837144,178.50012056908608,41.574305719457435,64.46816976127322,48.14770986134573,49.53665300217024,63.84779680740971,0.668985366273752,0.199287533969634,0.13172709518312675,2.7688100726492646,0.4693285291814717,28.851338316855557,55.39717576055264,195.78297564504462,60.710533781247456,181.35700506390162,42.6938873140724,114.3677357125633,38.93072007149815,44.67000241138172,14.970486988094704,34.730286954424884,22.03655591215155,7.283829207686044,0.5965199804360783,0.17822302921607328,0.9791682482958457
48,vermelho_48.png,vermelho,7590.0,31.70972494311489,351.90663504600525,22.745883206402905,6.354059784913015,0.7701879671228147,179.34809554551325,43.61516005353772,58.90974822466107,45.46242982967311,38.74977404777275,60.039882443335124,0.703462783587647,0.19296799145739946,0.10356922012639964,3.0444552541132484,0.5054958313629845,23.187992253066493,49.29919234450469,207.4286636539703,59.788172273385065,180.89967721110395,44.546075912169414,111.64105874757908,38.36880616359339,46.680438992898644,14.938860060180835,38.64054228534539,20.79426495686975,7.088967463565389,0.6032354489675791,0.19172057083257682,0.9785934068632198
49,vermelho_49.png,vermelho,7365.5,30.771802248815902,342.00714004039764,22.106018154780667,6.259382995628468,0.7913010684770563,169.29972063323135,44.533329888832014,57.611547159771185,45.670456209690904,38.55580683783424,57.338451290668246,0.6948836086018748,0.19586979387866438,0.10924659238916865,2.938642095916621,0.4922107838343918,21.749235067181058,47.51653375607046,205.04017560196888,58.421422785462845,171.1209259012904,45.747019795701846,106.23972329386723,39.457556504197704,43.77091924970068,14.446220898572879,36.40534787814286,19.313004387928185,7.978801415671233,0.5725656001367133,0.18101509543828206,0.9750331309988807
50,vermelho_50.png,vermelho,9071.5,37.89917915961353,378.8355669975281,24.486465167758745,6.946562719721366,0.7943053302287817,178.5929012011687,44.285541997224854,66.60015149875555,49.88172957218761,48.37625798073802,67.21782813604601,0.6753318009691386,0.20401456412740723,0.12065363017119221,2.6815689529315385,0.4567533541936052,32.09371280164484,57.89974398290348,198.92435883562385,64.55573675192821,180.8685207228655,45.3899947509446,115.1337517584677,41.51881500003713,43.90607077156153,15.081535314333085,35.014175954983216,23.42201426868164,7.480244363993082,0.5951480111681873,0.16153769208683502,0.9794594801044019
51,vermelho_51.png,vermelho,14414.5,60.22132150099204,480.57568097114563,31.0625524573533,8.75649290362717,0.7843065943061395,159.00717850550353,52.89860239020247,45.90558556094893,37.81452778902211,22.437820468995692,43.00110752477094,0.752163239560583,0.17905805878413159,0.06877869566255669,3.463787099079748,0.5519499622577254,15.058590278252547,38.913173844627075,224.952826963834,46.015698964743045,159.23080604361797,53.097889298981436,94.35482327203117,40.40170417986167,44.606344431530744,12.29497013035719,38.807957886101036,16.57943489470126,2.8117728590727706,0.750986340973985,0.1946870265364489,0.9893687321993182
52,vermelho_52.png,vermelho,10467.5,43.73142896469764,409.2619732618332,26.4531103354123,7.461942421757872,0.7853261262863764,158.8950779635544,47.80978046611036,46.787619763291374,37.37022859675013,14.674619575427391,33.81580722891363,0.7601703398947801,0.19016122320676113,0.049668431015690795,3.3960922861933662,0.5450505020315095,9.863610745820026,22.76761438481814,232.64268269772685,41.823062846378974,159.17424384745445,48.1109363831942,94.73783580687582,37.249438830583806,43.80696975389819,11.709186406144697,42.6904001502912,14.799554828312495,4.038496153419612,0.7365792269920032,0.2109329918372703,0.9836186884107377
53,vermelho_53.png,vermelho,9380.0,39.18803952126715,391.90663492679596,25.33132842094298,7.063693198258384,0.7674453698059074,166.1062271062271,48.19304584878253,55.21140763997907,49.13324396622311,33.72925170068027,53.8307565235373,0.7217464981994,0.18447132889580561,0.09378216742875993,3.0085489792402815,0.5010663478865984,17.54924123495552,41.699156248246716,210.73281004709577,58.49989455016972,167.23097854526426,49.06880572710225,103.63244374672946,42.595399921197256,42.94777603349033,13.925799255418697,37.58618524332809,17.874654494769704,6.286164150845531,0.6210747918104158,0.1693412336227504,0.9811099913031607
54,vermelho_54.png,vermelho,7286.5,30.44175372832762,342.6345567703247,22.146571944449335,6.225724428369425,0.7799495451286148,161.14754539340956,49.7365502498955,47.86146603900471,49.58921410973906,32.332347007397445,56.99117520443741,0.7482565917376895,0.16253986566143783,0.08920353675882389,3.3669579175682673,0.5420152845850958,18.302353732347008,44.19344635327334,212.61815736381976,61.36521355733152,162.3016812373907,50.8092366052619,98.65151311365165,43.36287211358509,44.00524546065904,14.412637338602302,36.035642232683244,18.738699997068625,6.650289442191266,0.6627457933420352,0.22972174218858887,0.9803637793699425
55,vermelho_55.png,vermelho,10659.5,44.53357220436537,414.6345565319061,26.80037332908043,7.530066745980188,0.7791403737637707,163.24677240870528,49.680693488695724,57.01540022132055,57.44474068209152,49.09360014754703,71.24288260078933,0.7049113419936606,0.16943565387860168,0.12565299866322763,2.8632048343397467,0.48229512329167096,38.545831796385094,64.70199700056442,197.41239395057175,68.69033427425354,166.5023976392475,51.78997478436354,105.14524160826264,47.83192501820086,42.07912209516783,16.221658635713354,30.12541497602362,23.604491620881138,7.938365879334482,0.6152857285099318,0.17671203882315295,0.9803613474034477
56,vermelho_56.png,vermelho,12609.5,52.68033948224073,444.0904004573822,28.704285102688566,8.189914008026092,0.8034612924752732,176.5862553689965,42.06218596047895,72.41257321358844,43.094169992764634,38.210698945724324,59.51352933982482,0.6630858746991151,0.23904072209659116,0.09787339864140986,2.4386131453929107,0.41837016796441195,23.54642717688403,45.021698659414184,209.59101913315112,57.970764533389875,178.57961733697775,43.033062196694715,115.2745021475986,38.235442878927024,40.750644279578296,12.806927813274484,39.87098789535338,21.4881656486636,7.982997407031563,0.6232122149997447,0.19292744498697784,0.976848741589532
57,vermelho_57.png,vermelho,10061.5,42.03523023915026,399.60511898994446,25.828928641932954,7.3157991643109925,0.7917909064119926,163.93337241109808,45.84783410526436,48.81389214536929,45.20925087033872,36.213169206721375,59.188455276860005,0.7321204331673387,0.1656436089953529,0.10223595234015877,3.358334315251181,0.5411090947026709,25.707014458772957,53.74380953142932,210.42057444314185,58.1311298347438,166.28956623681125,47.244040756834295,100.62104337631888,39.291926812357545,45.27794060179758,13.995080427811727,34.74833919499804,21.553036544927647,5.659593204080539,0.6792754982536796,0.20491334008702497,0.9812473556770416
58,vermelho_58.png,vermelho,11055.0,46.185903721493425,423.220342874527,27.35532533604913,7.668488705575327,0.7755959659197841,171.93107435076485,45.32783423309633,68.0668801138385,47.566527122588504,42.48932764140875,62.63901346985871,0.6691093586168368,0.22108818427699967,0.10980245229500968,2.5259138003285124,0.4327711627203633,26.369263607257203,50.72879285862727,203.20268587691214,62.688721178331676,173.86143721095695,46.41287469734204,111.70295268587691,41.89491930750715,41.01511917467093,13.527484406846417,36.23559231590181,21.70985402996568,5.697806612813217,0.648652416818808,0.176701945922151,0.984108415375035
59,vermelho_59.png,vermelho,6651.0,27.786743161614904,331.56348860263824,21.43098093696691,5.94804003120082,0.760262222466307,163.014863870493,60.973480645107195,63.27167034584253,54.16950272289071,30.293009565857247,51.43437722814242,0.7048565959858943,0.2109546586333154,0.08418873944456667,2.5764273394874437,0.4407827157249702,16.163502575423106,35.78253619830123,213.77630610743194,58.59503200453059,163.66372332597498,61.47728165825388,104.42045621780721,51.55183244550515,38.40264900662251,14.31659452971663,38.92685798381163,19.972500035734214,8.212717160400324,0.6174766678789797,0.20161214640882255,0.9805365876543136
60,vermelho_60.png,vermelho,8742.5,36.524673295807894,372.6345565319061,24.085655845722858,6.8194324103076935,0.7911871970758654,176.22546597799237,51.693161444004616,67.48618908600943,51.910751462154245,33.91545025825286,54.111486056130786,0.6924718623077442,0.21702142908081523,0.09050670358696589,2.6112818897228824,0.44618004180902454,18.939703570626545,40.02331823807961,212.02009880979116,57.43078260209338,177.3179878733438,52.397309509450785,113.02178306759488,45.683923424221646,41.586009431843706,14.764673308263676,41.435549068044025,19.804035187239027,9.379724322645064,0.6042362547560043,0.1832681462401044,0.9763093143966141
61,vermelho_61.png,vermelho,14588.0,60.94617489725428,477.3036034107208,30.85105802496789,8.80903399809137,0.8046670028402995,180.1050888693654,40.543760956081606,83.9685071298236,47.66447841055858,36.95107116307359,57.9210734696524,0.6446754807478893,0.2641903134970256,0.0911342014874504,2.14491233535917,0.3640522294996309,21.215516658782185,37.94952926540078,210.11941609785768,59.30341512708999,181.7043319591809,41.51860445555835,122.2768804487396,40.6238126672798,36.45211867270393,13.68667556160399,43.34087990808948,20.272720905967272,5.938299397067514,0.6659941360714243,0.2090761317946296,0.9854194192139383
62,vermelho_62.png,vermelho,12425.5,51.911618877559164,442.29141080379486,28.588005372570162,8.129940097327207,0.7981908162423983,162.53822387704983,45.875487471060026,57.43103858036917,46.916335059041785,35.35665055850432,60.06321392014669,0.7067248681184332,0.19942955679555951,0.09384556977732603,2.830145946593799,0.47782669107780595,19.98391824447437,42.959027858861496,212.66133248831497,57.430408821754476,165.5984314346827,47.426785303950396,103.04016477857878,41.25582176462555,41.75782302146874,14.207197601059924,36.155985106551526,20.81623604079803,5.664620831150323,0.6440476126972206,0.16430412809093867,0.9817470813470274
63,vermelho_63.png,vermelho,10632.0,44.41868189660046,408.53405129909515,26.40606027639409,7.520347220425636,0.8005128548755921,165.4400665926748,44.88513329400476,65.78079911209767,53.75788793775888,44.77635960044395,69.72268229710541,0.6804112367579018,0.20982970827818617,0.10975904987816772,2.515020588237706,0.4310132943486633,26.46707362190159,49.392852077121184,203.277192008879,65.88604963700034,169.27968923418425,47.35313590655421,109.11357750647429,44.95494983318793,39.61570477247503,15.013892485513502,34.155567887532385,23.396042394863425,6.322788062996789,0.6358748567899939,0.20280797003291454,0.9839724576671073
64,vermelho_64.png,vermelho,9895.5,41.34171056318753,398.634556889534,25.766195263297988,7.255198187234154,0.7825240947268947,164.69052819698175,46.45364208996275,51.98540508339952,45.91821005817961,31.64714058776807,57.92136930019271,0.7323326869004886,0.1823232543715494,0.08534405322004283,3.1680146526656126,0.5201552423802657,21.806195393169183,47.34993612344485,216.24086576648133,57.556560967884565,166.3652700555997,47.77610607513225,101.52760127084989,40.73491418186812,44.32883240667195,13.73399460935585,37.44380460683081,20.101781801454194,6.246407475100619,0.6600199516683235,0.20165729881396136,0.9800645285432577
65,vermelho_65.png,vermelho,13793.5,57.62688946019173,461.40410912036896,29.82337623624022,8.565794446564665,0.8141818701183194,173.83288082309232,40.88981711940853,65.6282509288368,49.183514123730646,46.2593598170906,71.27236467229471,0.6806826602744738,0.20872836593425514,0.1105889691335513,2.648750739416096,0.45186719302105116,30.792440697342098,54.925789811456006,203.47263503858244,66.47945901506695,177.4229779937125,42.44748446696687,112.93398113746785,40.04341117345082,43.0108602457845,15.080768423837158,34.90533009431266,24.558900220686887,5.280171155027224,0.6722892150115807,0.19859027050931455,0.9854370748236718
66,vermelho_66.png,vermelho,10157.0,42.434212944297485,403.70562422275543,26.093969433507027,7.350436583658979,0.7831513787093962,158.1729075955491,49.83290707348855,56.026511852926944,48.777294455047,35.22302854378326,60.73549601324979,0.7097579548576517,0.19530040543006508,0.0949416340937734,2.8231795901837184,0.47687521996443805,20.51678761490082,43.41526269712484,211.21664247701983,60.43197820758195,161.13584905660377,51.634631766581734,100.52007740686986,43.7744091381937,40.54920174165457,14.794174806868895,34.99980648282536,21.43210835330092,6.216922195027834,0.6439967627381006,0.19502530465681353,0.9815198494205827
