amostra,arquivo,tratamento,area_px,area_cm2,perimetro_px,perimetro_cm,diametro_equiv_cm,circularidade_img,R_mean,R_std,G_mean,G_std,B_mean,B_std,R_ratio,G_ratio,B_ratio,RG_ratio,RG_diff_norm,H_mean,H_std,S_mean,S_std,V_mean,V_std,L_mean,L_std,a_mean,a_std,b_mean,b_std,GLCM_contrast,GLCM_homogeneity,GLCM_energy,GLCM_correlation
43,alaranjado_43.png,alaranjado,4820.0,20.137137579158598,302.93607246875763,19.580615530252665,5.063536302186174,0.6600166951613602,209.80876413570275,53.39977079471608,163.82794830371566,57.65225226674729,62.09491114701131,53.666476962325746,0.49302771309844934,0.3695541617845733,0.13741812157648653,1.2806652651602484,0.12306289552951663,23375,16.95781748066634,175.7548465266559,60.089228186418325,210.65731017770597,53.61705946906226,177.97718093699515,52.66003844395479,8.003634894991933,16.43763569494959,55.24474959612277,22.56320042965394,34.14999439353329,0.5337165293066887,0.19058767793627648,0.9573634264262858
44,alaranjado_44.png,alaranjado,5023.5,20.987325856618924,284.6934313774109,18.40148179898371,5.169322317179495,0.7788635444870772,199.24864024864024,45.37640158283156,140.84032634032633,52.40687294456934,55.73951048951049,65.38929754778692,0.5249672543803178,0.351695473710122,0.12333726843190769,1.4147129874753568,0.1717442183508479,25.90034965034965,29.95523038441821,186.747668997669,66.642485739953,201.12315462315462,45.87567639317863,160.9683372183372,46.95344749158991,16.087024087024076,14.75401130190364,50.315073815073816,24.46174625752128,22.096372172768525,0.5458120663184967,0.18684914306933526,0.9653961979559914
1,verde_1.png,verde,6436.5,26.890598761048615,328.9777022600174,21.263845713335005,5.85133948119347,0.7473545995449276,163.93629314277027,45.607894298293196,200.56545537479093,51.32027302058394,128.35624144746845,57.473048765406936,0.33847216372172423,0.40996425530804653,0.2515635778311679,0.817370528833376,-0.10049104642296353,47.27140033449901,15.2965543536926,100.69514976433024,39.344306097212716,201.06735593735746,50.63362419020189,194.6236886118291,49.484816790559485,-23.932948152653182,9.29105856273959,31.829101414018538,17.672135706104825,26.73175271324944,0.6125900299455432,0.21808526279864757,0.9710893664209685
10,verde_10.png,verde,7894.5,32.98187398727543,358.977702498436,23.202929645429435,6.48026436344005,0.769838356632703,189.28862394436166,47.470854443581885,190.54085941381024,58.868572998602666,51.39617486338798,52.997160130434665,0.4510868441251354,0.43903487778839206,0.1098782748080263,0.9934279898457002,-0.003296835872456243,32.21907600596125,16.04056561956635,191.1653005464481,55.69201441918001,199.04234972677597,51.23881211258987,190.18206656731246,53.5454794255928,-14.951813214108299,12.412291911754945,62.18281172379534,22.76754303912855,21.126868802934183,0.6286722640754936,0.20712524126581233,0.9757339305094594
11,verde_11.png,verde,7824.0,32.687337016459935,363.7644993066788,23.512329668872695,6.451264225052504,0.7430158530340113,179.4428446225116,49.12705177952533,201.32064604983097,49.51510693851816,86.27970451984474,70.39558325629224,0.3931459123913525,0.44077389019314483,0.16608019443600558,0.8913285708747788,-0.057457718257678536,39.71040440716164,14.832536951644727,152.52948541379743,71.3800166312767,202.1587579817203,48.699746333640775,196.97808939526732,47.82431692455874,-21.780142731939407,8.520120543015834,49.83185175910856,26.062452507178403,23.740548631965385,0.6024337154204511,0.2058071014065347,0.9732198286198389
12,verde_12.png,verde,6739.5,28.156481061149247,346.00713992118835,22.36456266929997,5.9874823697144945,0.7074038521204062,157.47091251994777,52.76822553110415,185.09313796605252,58.62688207731437,64.46177281299869,69.07222431160733,0.40156965969492064,0.4688733884553696,0.12955694809801468,0.8507658003943038,-0.0806337539688796,38.835340200203106,13.291518284585768,178.28840853039316,69.10369218281883,185.48716088785724,58.27386743609405,180.13027709270276,55.96140590871237,-24.523574640940083,8.68185715812208,51.493979399390696,23.224682963582016,24.02134624701859,0.5778352680400921,0.16709414506634301,0.9688738801492129
13,verde_13.png,verde,5587.5,23.343621623142877,306.0071394443512,19.77911741623376,5.451790730385782,0.7498325376591735,186.95769970284914,55.141010007755774,195.8928509001923,61.44374592448177,67.68781681524209,52.13578677201829,0.4254884922948336,0.4333546186136401,0.14115688555774175,0.9543875536515461,-0.023338483280043846,33.22111518965216,13.312358672493625,170.7297675231603,55.03323465621694,199.8273029190701,57.31173304699055,193.25083027442756,58.05717344709138,-17.988463555322497,10.653635731887606,57.83411990910679,23.003361054108087,22.822723062487945,0.5898254988385985,0.19100769850147356,0.9746234804726873
14,verde_14.png,verde,4590.0,19.17623682330663,277.2792180776596,17.92225574016997,4.941249137884124,0.7502187397643504,165.91933772022924,55.112881495298865,181.89895988112926,56.769794559958015,97.1218424962853,52.06672413279356,0.3771040511123319,0.4072775152599379,0.2156184301691834,0.9121511025489437,-0.04594244243375644,38.43515177244746,16.267634905495175,122.29229462959032,50.986062230510804,185.02589683718955,55.30235458404989,180.29611547442155,54.45551470620277,-17.083634047972836,9.309087278654134,39.118233920611345,23.103897859621803,29.005908039043145,0.5342876065653517,0.19779348707484642,0.9653096503877898
15,verde_15.png,verde,5928.0,24.766172524741116,316.10764586925507,20.431975068196902,5.615449245628873,0.7455007041965402,124.71226104152933,44.274588913177595,173.26516150296638,54.892182262656,93.67386288727752,56.377625412112074,0.3253642668214533,0.448853160403848,0.22578256903532182,0.719776897097789,-0.16294154061704225,49.56806196440343,14.726594730444745,128.90540540540542,43.2168645339082,173.8045484508899,54.67076835689087,166.75461437046803,51.92270829718508,-29.367007251153595,9.89761091649218,34.679795649307835,18.59340493679076,22.044539085164196,0.5385255904353717,0.15912174220671632,0.9653396968516585
16,verde_16.png,verde,5296.0,22.125784360834842,298.93607223033905,19.32207099261768,5.307675913853232,0.7447340188881382,154.18905472636817,50.940373902803515,192.7530864197531,56.788094034448065,106.79049198452184,54.964257594666165,0.3444876062510336,0.4286262189989337,0.22688617138130068,0.7999304021034689,-0.11115407155450995,44.98986548737793,14.491265120959397,120.65726920950802,41.64568519987876,193.28358208955223,55.96040310697709,186.2623917449788,54.2170877359844,-26.356919108162884,9.745987515533605,38.17044407591672,19.062123083078998,29.511245584582454,0.6128574058961611,0.21264435856225214,0.9665568691084611
17,verde_17.png,verde,5191.5,21.689201191328188,305.5218583345413,19.747750723063664,5.2550498237900705,0.6989050015940479,142.54449868569282,50.310158844449255,179.8437852046564,54.216631348459316,116.69076229815997,62.29143900384956,0.330439390507752,0.41712247080021375,0.25243813516260794,0.7926017445133289,-0.11569678014711306,50.29909876079609,15.079340399561673,101.69376642883965,49.775759899495064,180.35861809988734,53.751247336266616,175.4019902365753,52.675820676186724,-23.09012392039054,9.193774327823824,27.689447990987617,18.15391049331325,28.953574370279917,0.5046531093404178,0.21945012138115078,0.9652028366023604
18,verde_18.png,verde,4487.0,18.745920397859884,274.1076457500458,17.717257577134106,4.885493542418485,0.7504532355359561,159.49326964828484,46.154047621943675,195.25531914893617,54.33679756302637,131.46613113330437,52.13835225669866,0.33374070688803276,0.4020407914971222,0.2642184984243707,0.8168446807320134,-0.10080956071197743,48.58163265306123,14.61474286813504,91.05015197568389,33.9227347879824,195.72448979591837,53.432861069835496,189.8970907511941,52.13296991869591,-22.615284411636992,8.243529074210619,27.873860182370834,15.782717211024508,30.3170686553402,0.6046461692879249,0.22703442403195584,0.96744648109836
19,verde_19.png,verde,7088.0,29.61245459773364,364.5929265022278,23.565875997240454,6.14033779286686,0.6700652498893104,147.2853399531099,47.515698879418665,179.7412770652324,56.71031357407721,75.99586263963592,63.620042782059784,0.37671960536305865,0.45441295414043564,0.16886743676896943,0.8194296910454623,-0.09924555165812861,42.62281064680734,16.516702458144803,157.92290718521582,59.301396447471,180.29320093780169,56.548321652126454,174.7101089504896,53.85767450824376,-25.250586126051573,8.960952738254989,45.54806233622949,22.946472825373696,22.221610006614135,0.523888113738548,0.21604303419775703,0.9720885326007134
2,verde_2.png,verde,7092.5,29.631254829913352,351.17871356010437,22.6988331782056,6.142286659670848,0.7226913245309355,184.19782038901917,63.263172873436936,187.60049662022348,64.12221810548863,50.004000551800246,50.279742868965,0.4436962799374907,0.45068019668450054,0.10562351967166778,0.9818621097791934,-0.009151940894793726,31.638432887294798,10.313390683793143,192.0471789212305,56.12288935408451,192.0343495654573,63.608527395924085,186.1602979721341,61.824474563810384,-16.238791557456196,8.613588668784148,61.28003862601739,23.703430201911697,22.961059084985347,0.6347054410321523,0.21152186515171645,0.975521222506951
20,verde_20.png,verde,5946.5,24.8434623681466,309.8650047779083,20.028474903601534,5.624204718470348,0.7782627154972925,145.0152885089594,70.61993118061922,154.83560743054414,74.33390507655787,42.99934242972218,53.063552350865095,0.4284255390880544,0.45349850350075693,0.11807595256642911,0.9365758301909608,-0.03275067382428422,34.09436133486766,13.204905438259274,184.92996876541181,61.082737332640406,156.15370705244123,73.78045604058565,153.454381061976,71.62491125535018,-16.366595429886573,8.536645746249954,49.770343580470154,27.007777601252638,24.306563789146587,0.49549907096162527,0.1661205258227177,0.9700906427524554
21,verde_21.png,verde,4786.5,19.997180295154074,293.8650051355362,18.994296837819096,5.045909307051499,0.6965177440859626,145.54556550040684,46.387958742538046,183.419853539463,53.10147612006555,94.7746135069162,57.825060716091805,0.34935335054934086,0.43634186216368565,0.21430478380643028,0.7935104183014852,-0.11513151757551258,45.47294548413344,15.831274483748244,130.28356387306752,51.557161575039444,184.09967453213994,52.71291661835069,177.9151749389748,50.64520172815734,-26.012611879576895,9.819228761517177,38.96724979658259,22.69050858094123,31.17975811402539,0.5437975811214204,0.21296019364054047,0.960671387542972
22,verde_22.png,verde,3915.5,16.35829091103641,266.8944422006607,17.251024010788093,4.563772876931251,0.6907454486669987,152.21219633118494,45.13811877965137,188.26400594942984,54.606669985971784,118.9087754090233,56.382749881694714,0.3378694861231282,0.4105290526886497,0.25160145785246035,0.808503966305525,-0.1058864298616829,47.71194843827467,15.45769479034155,101.76722855726327,41.58826927992283,188.8874566187407,53.94308065678948,183.18567178978682,52.18101842760598,-23.265245413981162,9.217933570364078,30.580317302925124,19.20727219581758,30.918184268968332,0.5854111614887705,0.2028173485922425,0.9629068809998362
3,verde_3.png,verde,4655.0,19.447795732569144,280.5929266214371,18.13644103823054,4.976113200545058,0.7429782693076465,152.19027661357921,55.49472541792594,181.18524727577537,63.671052954767944,119.4654233025985,64.5542672073529,0.3441622453339892,0.40411773443602195,0.25172001645609954,0.8399705718974209,-0.08697390329364886,45.27053646269908,15.505357870088554,97.5896898575021,43.70236387046964,181.90046102263202,62.883458578055354,177.3933361274099,61.17480537162889,-19.898365465213743,8.964301315925113,27.89941324392288,16.986482708142496,23.62585877563187,0.5831911404576143,0.20310512738435776,0.974074302917142
4,verde_4.png,verde,5912.5,24.701416169455438,319.66399455070496,20.661843685874228,5.608103055214947,0.7270990437727409,195.7025285076847,53.263942036691425,186.31366716245248,60.4357211749734,62.84432325235498,53.82598241397828,0.45018053077332726,0.41660725122628117,0.13321221467759856,1.0503927620438764,0.02457712899890288,29.570649479424887,13.930989741777648,174.825483391175,56.75840665696285,197.9173690299124,54.9491023406581,188.4961163444059,56.29423824057643,-9.725499917369035,9.885404000660769,58.12807800363575,23.280246546889277,24.76901368684723,0.6212340773085314,0.2040505172258397,0.9727536556875587
5,verde_5.png,verde,4931.0,20.600876639591505,289.6223638057709,18.72006891892554,5.121508644309676,0.7387213977957823,176.59794425775846,66.37135819685396,168.83435461553665,66.70877248148791,36.5145285629571,43.1150006117667,0.46936541935060444,0.44226741431260796,0.08836716227860662,1.0459834647629465,0.022474996244038252,29.353231864004744,12.65126522106851,203.77090334058116,52.018508035991566,179.03992883969164,66.73451239181739,170.98695394346709,64.02442139279977,-10.625420043486855,10.1179559405048,60.51887724846807,23.769770008203448,19.702087463606908,0.5704752991212301,0.19389735928420485,0.9768213890247597
6,verde_6.png,verde,4995.0,20.868257719480745,299.4213533401489,19.353437685787778,5.154637810570954,0.7001318239672418,157.21779859484778,51.44973016403127,189.60967993754878,62.79212349339165,117.30971896955504,60.46754388419513,0.3506461656604197,0.41311323913302495,0.23624059156914873,0.8291654614757259,-0.09339479497522148,44.93032786885246,13.657815866406587,107.6524199843872,53.46689820576418,189.9970725995316,62.045312437682625,184.37099921935987,59.71231729995907,-22.317135050741612,8.224452502041828,31.9871194379391,17.147299750570927,25.444277907895792,0.6139571834750756,0.20729075996832635,0.9721664962259228
7,verde_7.png,verde,5810.0,24.27318865869532,324.2497811317444,20.958251186028853,5.559279060909602,0.6944270238347968,179.79905913978496,56.7474356312925,180.237063172043,62.61449794953095,63.04032258064516,53.962505530430555,0.4354868170256428,0.42389087601727793,0.14062230337655504,0.997569839287662,-0.001216555795093632,32.171538978494624,15.012482813947601,171.42540322580646,57.59167084668301,189.11559139784947,57.449010925956586,180.99663978494624,58.142703011127175,-13.215221774193552,13.003419867243654,54.46354166666666,23.288563840137655,23.658081043875416,0.5888909331187113,0.21706668660646433,0.9736166102271668
8,verde_8.png,verde,5846.5,24.425679430819656,311.66399443149567,20.144754633719938,5.576714172193501,0.7563669661714592,175.90137077900368,56.62712715105202,170.53159478435305,63.291497816467015,35.924439986626545,43.64381577932508,0.47211087300145715,0.44308393366941173,0.0848051895596078,1.0314884462902758,0.015500187663775922,29.67084587094617,13.477428258786157,206.44867937144767,49.980005605329474,180.79037111334003,57.96860009251629,172.57004346372452,58.72277626260029,-11.580407890337682,11.777390404571081,61.01454363089269,22.062385842375683,22.26605374879783,0.5930898634933557,0.1969155932770221,0.9721101959259087
9,verde_9.png,verde,5113.5,21.363330500213173,286.0071403980255,18.486394866752924,5.215423012577046,0.7855509763875445,197.64960855451594,54.34670071401456,193.00400992934885,60.092178120455465,65.43956463624212,54.80941012515634,0.4444145572515383,0.4211643134680134,0.13442112592311053,1.0240699537942124,0.011891861212766672,30.10712239831965,11.497257099849454,173.9375596715677,58.1270043205381,202.72293297689518,55.73809252328544,193.583540194768,56.609170513325466,-12.088218445675011,10.583882485654081,58.778308191712824,23.4714718254434,20.65854763225537,0.5905243326411548,0.21812055314146858,0.9785406732419429
45,vermelho_45.png,vermelho,8219.0,34.33757961890135,363.90663480758667,23.521516757666042,6.612107397893455,0.7799179159555488,191.88042959427207,41.84985121351677,80.55310262529832,48.0777877169693,35.45680190930788,55.98028054004929,0.6644205369165463,0.24619293361599986,0.08938652513281256,2.3820364574259627,0.408640322846191,17.9082338902148,35.32149384482177,210.327446300716,60.058801225930274,192.49128878281624,42.247481409561104,125.84773269689738,39.69214122230752,41.72494033412889,15.234440740057087,46.050477326968974,18.82508877940788,9.754143111789409,0.6028052586838105,0.1859082765204009,0.9754824830148349
46,vermelho_46.png,vermelho,6314.0,26.37881466282311,315.9066346883774,20.418982483266447,5.795390407206932,0.7950545867716998,182.2663152999535,44.401412410125616,68.09827933653698,48.16605920323168,45.01720663463029,65.6555711352194,0.6731302747751623,0.2131226594965812,0.11374706098352891,2.676518619841882,0.4560071110420878,24.92311269570609,49.122878369819524,201.4222601147109,63.66577510540294,184.64579135017826,45.33885514954193,117.06913656797396,40.54458222238918,44.49961246318401,15.713697321978826,37.839404743450615,22.41121452654175,8.897342256397224,0.5858412621636411,0.18965252083264894,0.9763323395563326
